age,capital-gain,capital-loss,hours-per-week,income,new_workclass,new_education,new_marital_status,new_occupation
28,0,0,20,<=50K,Private,HS-grad,Never-married,Other-service
26,0,0,37,<=50K,Private,Some-college,Never-married,Sales
41,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Sales
61,0,1902,40,>50K,State-gov,Doctorate,Married-civ-spouse,Prof-specialty
75,3456,0,40,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing
21,0,0,50,<=50K,Private,Assoc-voc,Married-civ-spouse,Other-service
50,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Handlers-cleaners
49,0,0,60,>50K,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial
26,0,0,65,<=50K,Private,HS-grad,Married-civ-spouse,Transport-moving
39,0,0,40,<=50K,Private,7th-8th,Never-married,Other-service
24,0,0,40,<=50K,Self-emp-not-inc,Some-college,Never-married,Prof-specialty
56,0,0,18,<=50K,Private,HS-grad,Married-civ-spouse,Handlers-cleaners
17,0,0,17,<=50K,Private,11th,Never-married,Other-service
37,0,0,52,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
23,0,0,30,<=50K,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct
28,0,0,40,<=50K,Private,HS-grad,Never-married,Prof-specialty
57,0,0,60,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing
42,0,0,45,>50K,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical
25,0,0,40,<=50K,Private,Bachelors,Divorced,Sales
22,0,0,20,<=50K,Private,Bachelors,Never-married,Farming-fishing
39,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
54,0,0,40,>50K,Private,11th,Married-civ-spouse,Other-service
41,0,0,50,<=50K,Self-emp-inc,Bachelors,Divorced,Exec-managerial
43,0,0,40,<=50K,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial
19,0,0,40,<=50K,Private,HS-grad,Never-married,Craft-repair
35,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Prof-specialty
34,0,0,60,>50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
19,0,0,30,<=50K,Private,HS-grad,Separated,Adm-clerical
33,0,0,40,<=50K,Private,Some-college,Divorced,Exec-managerial
33,0,0,52,<=50K,Private,Some-college,Never-married,Prof-specialty
49,0,0,65,>50K,Private,Masters,Married-civ-spouse,Exec-managerial
31,0,0,50,<=50K,Private,HS-grad,Divorced,Adm-clerical
69,0,0,13,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
41,4386,0,60,>50K,Private,Assoc-voc,Married-civ-spouse,Sales
24,0,0,40,<=50K,Private,HS-grad,Separated,Machine-op-inspct
45,0,0,38,>50K,State-gov,HS-grad,Divorced,Exec-managerial
63,15024,0,45,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
75,0,0,16,<=50K,Private,Some-college,Married-civ-spouse,Transport-moving
34,0,0,40,<=50K,Private,HS-grad,Never-married,Machine-op-inspct
69,9386,0,50,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
33,0,0,40,<=50K,Private,Masters,Never-married,Prof-specialty
44,0,0,43,<=50K,Private,HS-grad,Never-married,Adm-clerical
45,3103,0,40,>50K,Private,Bachelors,Married-civ-spouse,Craft-repair
18,0,0,20,<=50K,Private,11th,Never-married,Sales
48,0,0,52,<=50K,Private,HS-grad,Divorced,Sales
43,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
26,0,1848,60,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
35,0,0,50,<=50K,Private,HS-grad,Never-married,Craft-repair
34,0,0,40,<=50K,Private,Some-college,Never-married,Adm-clerical
48,0,0,70,>50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
54,0,0,40,<=50K,Local-gov,HS-grad,Widowed,Other-service
57,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Sales
21,0,0,60,<=50K,Private,HS-grad,Never-married,Machine-op-inspct
28,0,0,55,<=50K,Private,Some-college,Married-civ-spouse,Exec-managerial
51,0,0,40,>50K,Private,Assoc-voc,Married-civ-spouse,Craft-repair
34,0,0,53,>50K,Local-gov,HS-grad,Married-civ-spouse,Protective-serv
41,0,0,45,>50K,Local-gov,Some-college,Married-civ-spouse,Protective-serv
21,0,0,27,<=50K,Private,Some-college,Never-married,Adm-clerical
26,0,0,58,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
66,0,0,40,<=50K,Private,HS-grad,Never-married,Adm-clerical
40,0,1977,45,>50K,Private,Doctorate,Married-civ-spouse,Prof-specialty
48,0,0,40,<=50K,Private,Assoc-acdm,Divorced,Adm-clerical
44,0,0,50,<=50K,Private,Bachelors,Divorced,Prof-specialty
41,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
41,15024,0,60,>50K,Private,Bachelors,Married-civ-spouse,Protective-serv
55,0,0,40,>50K,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty
43,0,0,40,>50K,Private,Bachelors,Divorced,Sales
51,0,0,50,>50K,Private,Assoc-voc,Married-civ-spouse,Other-service
31,0,0,40,<=50K,Private,11th,Married-civ-spouse,Craft-repair
30,6849,0,60,<=50K,Self-emp-not-inc,Bachelors,Married-spouse-absent,Craft-repair
51,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Adm-clerical
31,0,0,40,<=50K,Local-gov,HS-grad,Divorced,Other-service
18,0,0,37,<=50K,Private,Some-college,Never-married,Other-service
60,0,1092,40,<=50K,Private,HS-grad,Divorced,Exec-managerial
29,0,0,40,<=50K,Private,HS-grad,Never-married,Exec-managerial
33,0,0,40,<=50K,Private,HS-grad,Never-married,Transport-moving
34,0,0,40,<=50K,Private,5th-6th,Married-civ-spouse,Farming-fishing
40,0,0,99,<=50K,Self-emp-inc,Masters,Never-married,Other-service
57,0,0,38,<=50K,Private,Some-college,Divorced,Other-service
55,0,0,60,<=50K,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty
40,0,0,60,<=50K,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial
26,0,0,35,<=50K,State-gov,Bachelors,Never-married,Exec-managerial
29,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Adm-clerical
30,0,0,40,<=50K,Private,Bachelors,Married-civ-spouse,Adm-clerical
29,0,0,50,>50K,Private,Masters,Never-married,Sales
43,0,0,50,>50K,Private,Some-college,Married-civ-spouse,Transport-moving
65,0,0,8,<=50K,Private,11th,Widowed,Adm-clerical
19,0,0,35,<=50K,Private,Some-college,Never-married,Sales
35,0,1887,50,>50K,Private,HS-grad,Married-civ-spouse,Sales
28,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Transport-moving
34,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
61,0,1887,60,>50K,Private,Assoc-voc,Married-civ-spouse,Craft-repair
63,0,0,32,<=50K,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial
47,0,0,40,>50K,State-gov,Bachelors,Married-civ-spouse,Exec-managerial
31,0,0,40,<=50K,Private,Some-college,Divorced,Craft-repair
18,2907,0,30,<=50K,Private,Some-college,Never-married,Transport-moving
29,0,0,45,>50K,Private,Bachelors,Married-civ-spouse,Sales
59,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
50,0,0,62,>50K,Private,Masters,Divorced,Exec-managerial
49,2407,0,50,<=50K,Private,7th-8th,Married-civ-spouse,Transport-moving
60,0,0,45,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
35,0,0,40,>50K,Self-emp-not-inc,Masters,Married-civ-spouse,Sales
48,0,0,40,<=50K,Federal-gov,HS-grad,Divorced,Handlers-cleaners
21,0,0,40,<=50K,Private,Some-college,Never-married,Prof-specialty
41,0,0,40,<=50K,Private,HS-grad,Separated,Handlers-cleaners
56,0,0,50,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
26,0,0,40,<=50K,Private,12th,Never-married,Other-service
53,0,0,40,<=50K,Private,HS-grad,Divorced,Adm-clerical
23,0,0,40,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
58,0,0,50,<=50K,Private,7th-8th,Married-civ-spouse,Farming-fishing
61,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
29,0,0,60,<=50K,Private,Some-college,Married-civ-spouse,Handlers-cleaners
22,0,0,40,<=50K,Private,HS-grad,Never-married,Transport-moving
43,0,1977,50,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
31,0,0,30,<=50K,Private,Some-college,Never-married,Other-service
90,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
53,0,0,40,<=50K,Private,Assoc-voc,Divorced,Prof-specialty
22,0,0,40,<=50K,Private,Some-college,Never-married,Prof-specialty
55,3411,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Transport-moving
34,0,0,60,<=50K,State-gov,Doctorate,Never-married,Prof-specialty
28,5013,0,55,<=50K,Private,Some-college,Married-civ-spouse,Handlers-cleaners
22,0,0,40,<=50K,Private,Some-college,Never-married,Prof-specialty
36,0,0,40,<=50K,Private,HS-grad,Never-married,Adm-clerical
33,0,0,40,<=50K,Private,Bachelors,Separated,Prof-specialty
17,0,0,12,<=50K,Private,10th,Never-married,Other-service
38,0,0,40,<=50K,Private,11th,Divorced,Craft-repair
60,0,0,60,<=50K,Private,Assoc-voc,Married-civ-spouse,Craft-repair
34,0,0,50,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
72,0,0,8,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
57,0,0,40,<=50K,Private,5th-6th,Married-civ-spouse,Other-service
39,0,0,60,<=50K,Private,HS-grad,Divorced,Sales
50,0,0,80,<=50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing
45,0,0,40,<=50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
37,0,0,35,<=50K,Private,Bachelors,Separated,Exec-managerial
27,0,0,48,<=50K,Private,Some-college,Never-married,Handlers-cleaners
43,0,0,45,>50K,Private,Bachelors,Divorced,Exec-managerial
41,0,0,36,<=50K,Private,Some-college,Divorced,Tech-support
20,0,0,25,<=50K,Private,Masters,Never-married,Exec-managerial
44,0,0,20,<=50K,Private,Masters,Separated,Exec-managerial
50,0,0,50,>50K,Private,Assoc-voc,Married-civ-spouse,Exec-managerial
54,0,0,45,<=50K,Private,HS-grad,Widowed,Exec-managerial
31,0,1564,60,>50K,Private,Bachelors,Never-married,Exec-managerial
33,0,0,35,<=50K,Private,Some-college,Never-married,Adm-clerical
22,0,0,50,<=50K,Private,9th,Never-married,Other-service
46,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
30,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Adm-clerical
22,0,0,40,<=50K,Private,Some-college,Never-married,Prof-specialty
59,2407,0,60,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
57,0,0,25,<=50K,Self-emp-not-inc,Some-college,Widowed,Exec-managerial
26,0,0,40,<=50K,Private,HS-grad,Never-married,Machine-op-inspct
52,0,0,40,>50K,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv
55,0,0,45,<=50K,Local-gov,Masters,Divorced,Prof-specialty
47,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Sales
19,0,0,40,<=50K,Private,HS-grad,Never-married,Craft-repair
26,0,0,40,<=50K,Private,HS-grad,Never-married,Transport-moving
44,0,0,40,>50K,Private,Assoc-acdm,Divorced,Prof-specialty
42,0,0,40,>50K,Private,Masters,Never-married,Exec-managerial
39,0,0,60,<=50K,Private,Some-college,Married-civ-spouse,Exec-managerial
17,0,0,15,<=50K,Private,11th,Never-married,Prof-specialty
26,0,0,50,<=50K,Private,HS-grad,Never-married,Adm-clerical
26,0,0,20,<=50K,Private,Masters,Married-civ-spouse,Prof-specialty
50,0,0,55,<=50K,Self-emp-inc,Masters,Married-civ-spouse,Sales
46,0,0,50,>50K,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial
18,2176,0,20,<=50K,Private,Some-college,Never-married,Tech-support
26,0,0,60,<=50K,Private,Bachelors,Never-married,Exec-managerial
32,0,1902,40,>50K,Private,Bachelors,Married-civ-spouse,Sales
50,0,0,34,<=50K,Private,5th-6th,Married-spouse-absent,Other-service
47,0,0,40,>50K,Local-gov,Some-college,Married-civ-spouse,Protective-serv
52,0,0,25,<=50K,Private,HS-grad,Married-civ-spouse,Other-service
25,0,0,40,>50K,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial
42,0,0,40,<=50K,Local-gov,11th,Married-civ-spouse,Transport-moving
53,0,0,45,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
30,0,0,8,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
23,0,0,36,<=50K,Private,1st-4th,Never-married,Farming-fishing
23,0,0,30,<=50K,Private,Bachelors,Never-married,Exec-managerial
32,0,0,60,<=50K,Private,Some-college,Married-civ-spouse,Farming-fishing
29,0,0,25,<=50K,Self-emp-inc,HS-grad,Separated,Prof-specialty
40,0,0,40,<=50K,Private,Assoc-acdm,Married-civ-spouse,Other-service
45,0,0,40,>50K,State-gov,Masters,Married-civ-spouse,Prof-specialty
17,0,0,40,<=50K,Private,10th,Never-married,Prof-specialty
55,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
59,0,0,40,>50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty
56,15024,0,40,>50K,Private,Assoc-voc,Married-civ-spouse,Sales
23,0,0,50,<=50K,Private,12th,Never-married,Craft-repair
37,0,0,40,<=50K,Local-gov,HS-grad,Married-civ-spouse,Protective-serv
25,0,0,48,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
22,0,0,40,<=50K,Private,Some-college,Never-married,Prof-specialty
27,0,0,24,<=50K,Private,9th,Never-married,Priv-house-serv
21,0,0,40,<=50K,Private,HS-grad,Never-married,Other-service
47,5178,0,40,>50K,Local-gov,HS-grad,Married-civ-spouse,Transport-moving
38,0,0,60,<=50K,Private,Some-college,Married-civ-spouse,Machine-op-inspct
62,10520,0,33,>50K,Local-gov,Masters,Divorced,Prof-specialty
27,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Sales
25,0,0,90,<=50K,Private,Assoc-voc,Never-married,Prof-specialty
27,0,0,40,<=50K,Private,HS-grad,Never-married,Other-service
40,0,0,40,>50K,Private,Some-college,Married-civ-spouse,Adm-clerical
22,99999,0,55,>50K,Self-emp-not-inc,Some-college,Never-married,Sales
33,0,0,60,<=50K,Private,HS-grad,Divorced,Exec-managerial
28,0,0,5,<=50K,Private,Assoc-voc,Married-civ-spouse,Prof-specialty
28,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
29,0,0,55,<=50K,Private,HS-grad,Never-married,Transport-moving
46,0,0,40,<=50K,Private,9th,Divorced,Exec-managerial
30,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
65,0,0,45,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
28,0,0,40,<=50K,Private,Some-college,Never-married,Craft-repair
39,0,0,40,<=50K,Private,Bachelors,Married-civ-spouse,Adm-clerical
35,0,0,40,<=50K,Private,Some-college,Never-married,Sales
50,0,0,39,<=50K,Private,Some-college,Married-civ-spouse,Sales
25,0,0,40,<=50K,Private,10th,Never-married,Prof-specialty
63,0,0,20,<=50K,Private,9th,Widowed,Other-service
56,0,0,48,>50K,Private,Assoc-voc,Married-civ-spouse,Craft-repair
46,0,0,40,>50K,Private,Some-college,Married-civ-spouse,Adm-clerical
19,0,0,30,<=50K,Private,Some-college,Never-married,Other-service
56,0,0,35,>50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty
31,0,0,15,<=50K,Private,HS-grad,Divorced,Other-service
51,0,0,40,>50K,State-gov,Masters,Married-civ-spouse,Exec-managerial
17,0,0,5,<=50K,Private,11th,Never-married,Sales
27,0,0,40,<=50K,Local-gov,Some-college,Never-married,Protective-serv
30,0,0,45,<=50K,Private,Some-college,Never-married,Adm-clerical
18,0,0,20,<=50K,Private,Some-college,Never-married,Protective-serv
41,4650,0,40,<=50K,Private,Some-college,Divorced,Exec-managerial
40,0,0,40,>50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty
35,0,0,50,<=50K,Private,Bachelors,Never-married,Sales
29,0,0,10,<=50K,Private,HS-grad,Never-married,Sales
27,0,1848,55,>50K,Private,Bachelors,Married-civ-spouse,Sales
25,2597,0,50,<=50K,Private,10th,Never-married,Transport-moving
53,0,0,40,<=50K,Private,1st-4th,Divorced,Other-service
53,0,0,35,<=50K,Private,Bachelors,Married-civ-spouse,Other-service
26,0,0,50,<=50K,State-gov,HS-grad,Never-married,Craft-repair
41,0,0,70,<=50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
28,0,0,70,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
48,0,0,60,<=50K,State-gov,Masters,Separated,Prof-specialty
22,0,0,30,<=50K,Private,Bachelors,Never-married,Exec-managerial
40,7688,0,40,>50K,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty
52,0,1902,60,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial
53,0,1669,35,<=50K,Local-gov,Masters,Widowed,Prof-specialty
40,7298,0,50,>50K,Private,Some-college,Married-civ-spouse,Craft-repair
57,0,0,75,<=50K,Private,Assoc-acdm,Divorced,Machine-op-inspct
53,0,0,40,<=50K,Self-emp-not-inc,Assoc-voc,Separated,Craft-repair
23,0,0,8,<=50K,Private,Some-college,Never-married,Adm-clerical
31,0,0,40,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair
20,0,0,28,<=50K,Private,9th,Never-married,Handlers-cleaners
25,0,0,20,<=50K,Private,Prof-school,Never-married,Prof-specialty
37,0,0,40,<=50K,Private,Some-college,Never-married,Exec-managerial
50,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
34,0,0,35,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving
37,0,0,50,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
52,0,0,45,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
29,0,0,90,<=50K,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing
49,0,1887,40,>50K,Private,Some-college,Married-civ-spouse,Exec-managerial
31,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Other-service
47,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
51,0,0,70,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair
27,0,0,50,<=50K,Private,HS-grad,Married-civ-spouse,Sales
23,0,0,40,<=50K,Private,Bachelors,Never-married,Exec-managerial
55,0,0,46,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
28,0,0,50,>50K,Private,Some-college,Married-civ-spouse,Exec-managerial
31,0,0,40,<=50K,Local-gov,Bachelors,Never-married,Prof-specialty
30,0,0,40,<=50K,Private,HS-grad,Never-married,Transport-moving
23,0,0,60,<=50K,Private,Bachelors,Never-married,Prof-specialty
19,0,0,50,<=50K,Private,HS-grad,Never-married,Sales
22,0,0,25,<=50K,Private,Some-college,Never-married,Sales
50,0,0,25,<=50K,Private,HS-grad,Divorced,Other-service
64,0,0,50,>50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
21,0,0,35,<=50K,Private,HS-grad,Never-married,Other-service
75,0,0,40,>50K,Self-emp-inc,Some-college,Widowed,Sales
29,0,0,40,<=50K,Private,HS-grad,Never-married,Machine-op-inspct
47,0,0,40,>50K,Private,Some-college,Married-civ-spouse,Craft-repair
20,0,0,40,<=50K,Private,HS-grad,Never-married,Machine-op-inspct
33,0,0,40,<=50K,Private,HS-grad,Never-married,Other-service
45,0,0,45,>50K,Private,Doctorate,Married-civ-spouse,Prof-specialty
41,0,0,43,<=50K,Private,Assoc-voc,Divorced,Prof-specialty
23,0,0,40,<=50K,Private,HS-grad,Never-married,Machine-op-inspct
38,5178,0,50,>50K,Private,Bachelors,Married-civ-spouse,Adm-clerical
67,0,0,41,>50K,State-gov,Some-college,Married-civ-spouse,Protective-serv
21,0,0,35,<=50K,Private,Some-college,Never-married,Tech-support
38,0,0,45,<=50K,Private,Some-college,Never-married,Prof-specialty
31,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
19,0,0,40,<=50K,Private,Some-college,Never-married,Prof-specialty
59,0,0,40,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales
36,0,0,40,<=50K,Private,HS-grad,Never-married,Other-service
50,0,0,40,<=50K,Local-gov,Some-college,Widowed,Prof-specialty
60,0,0,40,<=50K,Self-emp-inc,10th,Married-civ-spouse,Craft-repair
30,0,0,45,>50K,Private,Masters,Married-civ-spouse,Exec-managerial
28,0,0,50,<=50K,Self-emp-inc,Bachelors,Never-married,Sales
36,0,0,60,>50K,Private,Some-college,Married-civ-spouse,Craft-repair
21,0,0,10,<=50K,Private,Some-college,Never-married,Prof-specialty
27,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Other-service
18,0,0,20,<=50K,Private,12th,Never-married,Other-service
44,0,1485,40,>50K,Local-gov,Some-college,Married-civ-spouse,Exec-managerial
56,0,0,40,<=50K,Private,7th-8th,Married-civ-spouse,Other-service
51,0,0,40,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Protective-serv
48,0,0,45,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
31,0,0,45,<=50K,Private,Assoc-voc,Married-civ-spouse,Prof-specialty
35,0,0,40,<=50K,Private,Assoc-voc,Never-married,Transport-moving
35,0,0,40,<=50K,Private,HS-grad,Divorced,Handlers-cleaners
36,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
47,0,1672,65,<=50K,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair
23,0,0,25,<=50K,Private,Some-college,Never-married,Other-service
21,0,0,20,<=50K,Private,Some-college,Never-married,Sales
49,0,0,60,<=50K,Private,Some-college,Separated,Exec-managerial
51,15024,0,60,>50K,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty
46,0,0,40,<=50K,Private,Assoc-voc,Married-civ-spouse,Craft-repair
31,3137,0,45,<=50K,Private,HS-grad,Married-civ-spouse,Farming-fishing
27,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
56,0,0,20,<=50K,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty
48,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
30,0,0,40,<=50K,Private,Some-college,Divorced,Adm-clerical
29,0,0,50,<=50K,Local-gov,Bachelors,Divorced,Prof-specialty
50,0,0,50,<=50K,Federal-gov,Masters,Never-married,Exec-managerial
18,0,0,35,<=50K,Private,HS-grad,Never-married,Transport-moving
37,0,1902,55,>50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
51,0,0,60,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales
31,0,0,47,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
29,14344,0,40,>50K,Private,Assoc-voc,Divorced,Tech-support
39,0,2051,40,<=50K,Private,10th,Married-civ-spouse,Craft-repair
48,0,0,40,>50K,Private,Some-college,Married-civ-spouse,Sales
44,7688,0,50,>50K,Private,Bachelors,Married-civ-spouse,Sales
39,0,0,40,<=50K,Private,10th,Married-civ-spouse,Machine-op-inspct
22,0,0,35,<=50K,Local-gov,11th,Never-married,Handlers-cleaners
27,0,0,40,>50K,Private,Some-college,Married-civ-spouse,Prof-specialty
42,0,0,40,<=50K,Private,9th,Divorced,Craft-repair
18,0,0,33,<=50K,Private,HS-grad,Never-married,Sales
27,0,0,25,<=50K,Private,Some-college,Married-spouse-absent,Sales
51,0,0,40,<=50K,Private,10th,Separated,Machine-op-inspct
27,0,0,40,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial
60,0,0,50,<=50K,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing
36,0,0,40,<=50K,Private,1st-4th,Married-civ-spouse,Handlers-cleaners
45,0,0,60,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
40,0,0,52,>50K,Private,HS-grad,Married-civ-spouse,Sales
63,4386,0,40,>50K,Private,Some-college,Married-civ-spouse,Prof-specialty
41,0,0,50,<=50K,Private,HS-grad,Married-spouse-absent,Transport-moving
53,0,0,40,<=50K,Private,12th,Married-civ-spouse,Prof-specialty
34,1151,0,48,<=50K,Private,HS-grad,Divorced,Transport-moving
34,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Adm-clerical
31,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Adm-clerical
22,0,0,15,<=50K,State-gov,Assoc-acdm,Never-married,Prof-specialty
49,0,0,50,>50K,Private,Some-college,Married-civ-spouse,Exec-managerial
43,0,0,35,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
36,0,0,50,>50K,Private,Prof-school,Married-civ-spouse,Prof-specialty
27,0,0,37,<=50K,Private,Bachelors,Never-married,Tech-support
52,0,1887,60,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing
29,0,0,50,<=50K,Private,HS-grad,Married-civ-spouse,Other-service
27,0,0,35,<=50K,Private,10th,Separated,Machine-op-inspct
42,0,0,65,<=50K,Private,HS-grad,Never-married,Other-service
49,0,0,40,<=50K,Self-emp-not-inc,Bachelors,Widowed,Sales
24,0,0,50,<=50K,Private,Some-college,Never-married,Craft-repair
22,0,0,20,<=50K,Private,HS-grad,Never-married,Sales
30,0,0,40,<=50K,Self-emp-not-inc,Bachelors,Never-married,Sales
28,0,0,40,<=50K,Private,Some-college,Never-married,Other-service
20,0,0,40,<=50K,Private,Assoc-voc,Never-married,Other-service
45,15024,0,43,>50K,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty
39,4687,0,50,>50K,Private,HS-grad,Divorced,Sales
43,0,0,66,<=50K,Private,Prof-school,Never-married,Prof-specialty
18,0,0,20,<=50K,Private,HS-grad,Never-married,Sales
53,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
74,0,0,20,>50K,Private,Some-college,Married-civ-spouse,Sales
39,0,0,48,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
33,0,0,40,<=50K,Private,10th,Never-married,Prof-specialty
49,0,0,42,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
21,0,0,35,<=50K,Private,10th,Married-civ-spouse,Handlers-cleaners
65,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Prof-specialty
39,0,1564,50,>50K,Private,HS-grad,Never-married,Craft-repair
49,0,0,25,<=50K,Private,Assoc-voc,Married-civ-spouse,Sales
20,0,0,40,<=50K,Private,Some-college,Never-married,Prof-specialty
47,7298,0,44,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
46,0,0,40,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial
29,7298,0,32,>50K,Private,Assoc-voc,Married-civ-spouse,Craft-repair
61,0,0,16,<=50K,Self-emp-not-inc,HS-grad,Widowed,Prof-specialty
48,0,0,38,<=50K,Private,Some-college,Divorced,Exec-managerial
44,0,0,40,<=50K,Private,9th,Divorced,Craft-repair
37,0,0,60,<=50K,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair
45,0,1740,50,<=50K,Private,Some-college,Married-civ-spouse,Sales
51,0,0,45,>50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty
33,0,0,50,<=50K,Local-gov,Bachelors,Never-married,Exec-managerial
